id_yt_no;id_yt_var;type_fr;issued;years;title_en;title_fr;value_en;value_fr;color_en;color_fr;description_fr;perforated_dimensions;image
25;;Poste;1870;1863-1870;Emperor Napoléon III;Napoléon III lauré;1 French centime;1 c.;Bronze;bronze;Typographie. Papier teinté.;14x13 1/2;T01-000-25.jpg
25;a;Poste;1870;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;1 French centime;1 c.;Olive;olive;Typographie. Papier teinté.;14x13 1/2;T01-000-25.jpg
25;b;Poste;1870;1863-1870;;Napoléon III lauré;;1 c.;;(à la cigarette);Typographie. Papier teinté.;14x13 1/2;T01-000-25.jpg
25;c;Poste;1870;1863-1870;;Napoléon III lauré;;1 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-25.jpg
25;d;Poste;1870;1863-1870;;Napoléon III lauré;;1 c.;;bronze Réimpression (Granet);Typographie. Papier teinté.;14x13 1/2;T01-000-25.jpg
26;;Poste;1870;1863-1870;;Napoléon III lauré;;2 c.;;rouge-brun;Typographie. Papier teinté.;14x13 1/2;T01-000-26.jpg
26;a;Poste;1870;1863-1870;;Napoléon III lauré;;2 c.;;rouge-brun foncé;Typographie. Papier teinté.;14x13 1/2;T01-000-26.jpg
26;b;Poste;1870;1863-1870;;Napoléon III lauré;;2 c.;;(Boule blanche sous le cou);Typographie. Papier teinté.;14x13 1/2;T01-000-26.jpg
26;c;Poste;1870;1863-1870;;Napoléon III lauré;;2 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-26.jpg
26;A;Poste;1862;1863-1870;Emperor Napoléon III;;2 French centime;;Red Brown;;;;
26;Aa;Poste;1862;1863-1870;Louis Napoleon (1808-1873);;2 French centime;;Chocolate;;;;
27;;Poste;1862;1863-1870;;Napoléon III lauré;;4 c.;;gris;Typographie. Papier teinté.;14x13 1/2;T01-000-27.jpg
27;a;Poste;1862;1863-1870;;Napoléon III lauré;;4 c.;;gris jaunâtre;Typographie. Papier teinté.;14x13 1/2;T01-000-27.jpg
27;b;Poste;1862;1863-1870;;Napoléon III lauré;;4 c.;;gris lilas;Typographie. Papier teinté.;14x13 1/2;T01-000-27.jpg
27;c;Poste;1862;1863-1870;;Napoléon III lauré;;4 et 4 c.;;gris Tête-bêche;Typographie. Papier teinté.;14x13 1/2;T01-000-27.jpg
27;d;Poste;1862;1863-1870;;Napoléon III lauré;;4 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-27.jpg
27;Ab;Poste;1863;1863-1870;Louis Napoleon (1808-1873);;4 French centime;;Lilac grey;;;;
27;B;Poste;1866;1863-1870;Emperor Napoléon III;;4 French centime;;Grey;;;;
28;A;Poste;1867;1863-1870;Emperor Napoléon III;Napoléon III lauré;10 French centime;10 c.;Bistre;bistre (I);Typographie. Papier teinté.;14x13 1/2;T01-000-28A.jpg
28;Aa;Poste;1867;1863-1870;;Napoléon III lauré;;10 c.;;Emission Rothschild (I);Typographie. Papier teinté.;No;T01-000-28A.jpg
28;B;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;10 French centime;10 c.;Bistre;bistre (II);Typographie. Papier teinté.;14x13 1/2;T01-000-28B.jpg
28;Ba;Poste;1868;1863-1870;;Napoléon III lauré;;10 c.;;bistre foncé (II);Typographie. Papier teinté.;14x13 1/2;T01-000-28B.jpg
29;A;Poste;1867;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;20 French centime;20 c.;Blue;bleu (I);Typographie. Papier teinté.;14x13 1/2;T01-000-29A.jpg
29;Aa;Poste;1867;1863-1870;Emperor Napoléon III;Napoléon III lauré;20 French centime;20 c.;Dark blue;bleu foncé (I);Typographie. Papier teinté.;14x13 1/2;T01-000-29A.jpg
29;Ab;Poste;1867;1863-1870;;Napoléon III lauré;;20 c.;;Emission Rothschild (I);Typographie. Papier teinté.;No;T01-000-29A.jpg
29;B;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;20 French centime;20 c.;Blue;bleu (II);Typographie. Papier teinté.;14x13 1/2;T01-000-29B.jpg
29;Ba;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;20 French centime;20 c.;Dark blue;bleu foncé (II);Typographie. Papier teinté.;14x13 1/2;T01-000-29B.jpg
29;Bb;Poste;1868;1863-1870;;Napoléon III lauré;;20 c.;;(à la corne);Typographie. Papier teinté.;14x13 1/2;T01-000-29B.jpg
29;Bc;Poste;1868;1863-1870;;Napoléon III lauré;;20 c.;;(aux abeilles);Typographie. Papier teinté.;14x13 1/2;T01-000-29B.jpg
29;Bd;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;20 French centime;20 c.;Blue;(à la pipe);Typographie. Papier teinté.;14x13 1/2;T01-000-29B.jpg
29;Be;Poste;1868;1863-1870;;Napoléon III lauré;;20 c.;;bleu laiteux (sur lettre) non dentelé (dit Lebaudy);Typographie. Papier teinté.;No;T01-000-29BE.jpg
30;;Poste;1867;1863-1870;Emperor Napoléon III;Napoléon III lauré;30 French centime;30 c.;Brown;brun;Typographie. Papier teinté.;14x13 1/2;T01-000-30.jpg
30;a;Poste;1867;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;30 French centime;30 c.;Light brown;brun clair;Typographie. Papier teinté.;14x13 1/2;T01-000-30.jpg
30;b;Poste;1867;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;30 French centime;30 c.;Brown black;brun-noir;Typographie. Papier teinté.;14x13 1/2;T01-000-30.jpg
30;c;Poste;1867;1863-1870;;Napoléon III lauré;;30 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-30.jpg
31;;Poste;1868;1863-1870;Emperor Napoléon III;Napoléon III lauré;40 French centime;40 c.;Orange;orange;Typographie. Papier teinté.;14x13 1/2;T01-000-31.jpg
31;a;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;40 French centime;40 c.;Pale orange;orange pâle;Typographie. Papier teinté.;14x13 1/2;T01-000-31.jpg
31;b;Poste;1868;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;40 French centime;40 c.;Bright orange;orange vif;Typographie. Papier teinté.;14x13 1/2;T01-000-31.jpg
31;c;Poste;1868;1863-1870;;Napoléon III lauré;;40 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-31.jpg
32;;Poste;1867;1863-1870;Emperor Napoléon III;Napoléon III lauré;80 French centime;80 c.;Pink;rose;Typographie. Papier teinté.;14x13 1/2;T01-000-32.jpg
32;a;Poste;1867;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;80 French centime;80 c.;Carmine rose;rose carminé;Typographie. Papier teinté.;14x13 1/2;T01-000-32.jpg
32;b;Poste;1867;1863-1870;;Napoléon III lauré;;80 c.;;Emission Rothschild;Typographie. Papier teinté.;No;T01-000-32.jpg
33;;Poste;1869;1863-1870;Emperor Napoléon III;Napoléon III lauré;5 French centime;5 f.;Grey lilac;violet-gris;Typographie. Papier teinté.;14x13 1/2;T01-000-33.jpg
33;a;Poste;1869;1863-1870;Louis Napoleon (1808-1873);Napoléon III lauré;5 French centime;5 f.;Grey blue;gris bleu;Typographie. Papier teinté.;14x13 1/2;T01-000-33.jpg
33;b;Poste;1869;1863-1870;;Napoléon III lauré;;5 f.;;5 et F en bleu;Typographie. Papier teinté.;14x13 1/2;T01-000-33.jpg
33;c;Poste;1869;1863-1870;;Napoléon III lauré;;5 f.;;(non dentelé);Typographie. Papier teinté.;No;T01-000-33.jpg
33;d;Poste;1869;1863-1870;;Napoléon III lauré;;5 f.;;(grand chiffre 5);Typographie. Papier teinté.;14x13 1/2;T01-000-33.jpg
33;e;Poste;1869;1863-1870;;Napoléon III lauré;;5 f.;;violet-gris (sans '5' et 'F');Typographie. Papier teinté.;14x13 1/2;T01-000-33.jpg
34;;Poste;1871;1871;Not issued overprint;Napoléon III lauré. Non émis. Timbre de 1863 surchargé.;10 French centime;10 s. 10 c.;Bistre;bistre (B);Typographie. Papier teinté.;14x13 1/2;T01-000-34.jpg
34;a;Poste;1871;1871;;Napoléon III lauré. Non émis. Timbre de 1863 surchargé.;;10 s. 10 c.;;Surcharge bleu pâle;Typographie. Papier teinté.;14x13 1/2;T01-000-34.jpg
35;;Poste;1872;1871 (Novembre);Emperor Napoléon III;Napoléon III. Prince-président Louis-Napoléon. Légende EMPIRE FRANC.;5 French centime;5 c.;Green;vert pâle s. bleu;Typographie. Papier teinté.;14x13 1/2;T01-000-35.jpg
36;;Poste;1870;1870-1871;Ceres;Emission dite du Siège de Paris. Type de 1849.;10 French centime;10 c.;Yellow bistre;bistre-jaune;Typographie.;14x13 1/2;T01-000-36.jpg
36;a;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;10 c.;;bistre-brun;Typographie.;14x13 1/2;T01-000-36.jpg
36;b;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;10 et 10 c.;;Tête-beche;Typographie.;14x13 1/2;T01-000-36.jpg
36;c;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;10 c.;;bistre-jaune Réimpression (Granet), avec ou sans gomme;Typographie. Papier teinté.;No;T01-000-36.jpg
37;;Poste;1870;1870-1871;Ceres;Emission dite du Siège de Paris. Type de 1849.;20 French centime;20 c.;Blue;bleu;Typographie.;14x13 1/2;T01-000-37.jpg
37;a;Poste;1870;1870-1871;Ceres;Emission dite du Siège de Paris. Type de 1849.;20 French centime;20 c.;Dark blue;bleu foncé;Typographie.;14x13 1/2;T01-000-37.jpg
37;b;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;20 c.;;(papier jaunâtre);Typographie.;14x13 1/2;T01-000-37.jpg
37;c;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;20 et 20 c.;;Tête-beche;Typographie.;14x13 1/2;T01-000-37.jpg
37;d;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;20 et 20 c.;;Tête-beche. Papier jaunâtre;Typographie.;14x13 1/2;T01-000-37.jpg
37;f;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;20 c.;;bleu clair Réimpression (Granet), avec ou sans gomme;Typographie. Papier teinté.;No;T01-000-37.jpg
38;;Poste;1870;1870-1871;Ceres;Emission dite du Siège de Paris. Type de 1849.;40 French centime;40 c.;Orange;orange;Typographie.;14x13 1/2;T01-000-38.jpg
38;a;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;40 c.;;jaune-orange;Typographie.;14x13 1/2;T01-000-38.jpg
38;b;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;40 c.;;orange terne;Typographie.;14x13 1/2;T01-000-38.jpg
38;c;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;40 c.;;(coin inférieur gauche absent);Typographie.;14x13 1/2;T01-000-38.jpg
38;d;Poste;1870;1870-1871;Ceres;Emission dite du Siège de Paris. Type de 1849.;40 French centime;40 c.;Orange;orange. 4 retouchés plus larges;Typographie.;14x13 1/2;T01-000-38.jpg
38;e;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;40 c.;;Paire avec un normal. 4 retouchés plus larges;Typographie.;14x13 1/2;T01-000-38.jpg
38;f;Poste;1870;1870-1871;;Emission dite du Siège de Paris. Type de 1849.;;40 c.;;Paire de deux retouchés. 4 retouchés plus larges;Typographie.;14x13 1/2;T01-000-38.jpg
39;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Olive;olive impression fine, Report 1 (1er état);Lithographie. Papier teinté.;No;T01-000-39A.jpg
39;Aa;Poste;1870;1870-1871;;Cérès. Emission dite de Bordeaux.;;1 c.;;olive, impression usée, Report 1 (2e état);Lithographie. Papier teinté.;No;T01-000-39A.jpg
39;Ab;Poste;1870;1870-1871;;Cérès. Emission dite de Bordeaux.;;1 c.;;olive très foncé, impression usée, Report 1 (2e état);Lithographie. Papier teinté.;No;T01-000-39A.jpg
39;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Olive;olive, Report 2;Lithographie. Papier teinté.;No;T01-000-39B.jpg
39;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Dark olive;olive foncé, Report 2;Lithographie. Papier teinté.;No;T01-000-39B.jpg
39;C;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Olive;olive, Report 3 (1er état);Lithographie. Papier teinté.;No;T01-000-39C.jpg
39;Ca;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Light olive;olive clair, Report 3 (2e état);Lithographie. Papier teinté.;No;T01-000-39C.jpg
39;Cb;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Dark olive;olive foncé, Report 3 (1er état);Lithographie. Papier teinté.;No;T01-000-39C.jpg
39;Cc;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;1 French centime;1 c.;Bronze green;olive bronze, Report 3 (1er état);Lithographie. Papier teinté.;No;T01-000-39C.jpg
40;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Chocolate;chocolat clair, Report 1;Lithographie. Papier teinté.;No;T01-000-40A.jpg
40;Aa;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Chocolate;chocolat, Report 1;Lithographie. Papier teinté.;No;T01-000-40A.jpg
40;Ab;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Brown red;brun-rouge, Report 1;Lithographie. Papier teinté.;No;T01-000-40A.jpg
40;Ac;Poste;1870;1870-1871;;Cérès. Emission dite de Bordeaux.;;2 c.;;impression très fine dite de Tours, Report 1;Lithographie. Papier teinté.;No;T01-000-40A.jpg
40;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Brown red;brun-rouge, Report 2;Lithographie. Papier teinté.;No;T01-000-40B.jpg
40;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Brick red;rouge-brique, Report 2;Lithographie. Papier teinté.;No;T01-000-40B.jpg
40;Bb;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Maroon;marron, Report 2;Lithographie. Papier teinté.;No;T01-000-40B.jpg
40;Bc;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;2 French centime;2 c.;Chocolate;chocolat foncé, Report 2;Lithographie. Papier teinté.;No;T01-000-40B.jpg
40;Bf;Poste;1870;1870-1871;Ceres;;2 French centime;;Brick red;;;;
41;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey;gris, Report 1;Lithographie. Papier teinté.;No;T01-000-41A.jpg
41;Aa;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey yellow;gris-jaunâtre, Report 1;Lithographie. Papier teinté.;No;T01-000-41A.jpg
41;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey;gris, Report 2;Lithographie. Papier teinté.;No;T01-000-41B.jpg
41;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey yellow;gris-jaunâtre, Report 2;Lithographie. Papier teinté.;No;T01-000-41B.jpg
41;Bb;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey lilac;gris-lilas, Report 2;Lithographie. Papier teinté.;No;T01-000-41B.jpg
41;Bc;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;4 French centime;4 c.;Grey black;gris-noir, Report 2;Lithographie. Papier teinté.;No;T01-000-41B.jpg
42;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Yellowish green;vert-jaune, Report 1;Lithographie. Papier teinté.;No;T01-000-42A.jpg
42;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Yellow green;vert-jaune, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
42;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Dark yellow green;vert-jaune foncé, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
42;Bb;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Dark emerald green;vert-émeraude foncé, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
42;Bc;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Grey green;vert-gris, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
42;Bd;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Greenish;vert-sauge, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
42;Be;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;5 French centime;5 c.;Dark green;vert très foncé, Report 2;Lithographie. Papier teinté.;No;T01-000-42B.jpg
43;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Yellow brown;bistre, Report 1;Lithographie. Papier teinté.;No;T01-000-43A.jpg
43;Aa;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Light brown;brun clair, Report 1;Lithographie. Papier teinté.;No;T01-000-43A.jpg
43;Ab;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Dark brown olive;bistre verdâtre, Report 1;Lithographie. Papier teinté.;No;T01-000-43A.jpg
43;B;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Yellow bistre;bistre-jaune, Report 2;Lithographie. Papier teinté.;No;T01-000-43B.jpg
43;Ba;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Dark brown orange;bistre orangé, Report 2;Lithographie. Papier teinté.;No;T01-000-43B.jpg
43;Bb;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Dark brown olive;bistre verdâtre, Report 2;Lithographie. Papier teinté.;No;T01-000-43B.jpg
43;Bc;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;10 French centime;10 c.;Citron yellow;citron, Report 2;Lithographie. Papier teinté.;No;T01-000-43B.jpg
44;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (I), Report 1;Lithographie. Papier teinté.;No;T01-000-44A.jpg
44;Aa;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (I), Report 1;Lithographie. Papier teinté.;No;T01-000-44A.jpg
44;Ab;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Ultramarine;bleu outremer (I), Report 1;Lithographie. Papier teinté.;No;T01-000-44A.jpg
44;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (I), Report 2;Lithographie. Papier teinté.;No;T01-000-44B.jpg
44;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (I), Report 2;Lithographie. Papier teinté.;No;T01-000-44B.jpg
45;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (II), Report 1;Lithographie. Papier teinté.;No;T01-000-45A.jpg
45;Aa;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (II), Report 1;Lithographie. Papier teinté.;No;T01-000-45A.jpg
45;Ab;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Black blue;bleu-noir (II), Report 1;Lithographie. Papier teinté.;No;T01-000-45A.jpg
45;Ac;Poste;1870;1870-1871;;Cérès. Emission dite de Bordeaux.;;20 c.;;impression fine (II), Report 1;Lithographie. Papier teinté.;No;T01-000-45A.jpg
45;B;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (II), Report 2;Lithographie. Papier teinté.;No;T01-000-45B.jpg
45;Ba;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (II), Report 2;Lithographie. Papier teinté.;No;T01-000-45B.jpg
45;C;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (II), Report 3;Lithographie. Papier teinté.;No;T01-000-45C.jpg
45;Ca;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (II), Report 3;Lithographie. Papier teinté.;No;T01-000-45C.jpg
45;Cb;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Ultramarine;outremer (II), Report 3;Lithographie. Papier teinté.;No;T01-000-45C.jpg
46;A;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (III), Report 1;Lithographie. Papier teinté.;No;T01-000-46A.jpg
46;Aa;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Light blue;bleu pâle (III), Report 1;Lithographie. Papier teinté.;No;T01-000-46A.jpg
46;Ab;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (III), Report 1;Lithographie. Papier teinté.;No;T01-000-46A.jpg
46;Ac;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Grey blue;gris-bleu (III), Report 1;Lithographie. Papier teinté.;No;T01-000-46A.jpg
46;Ad;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Ultramarine;outremer (III), Report 1;Lithographie. Papier teinté.;No;T01-000-46A.jpg
46;B;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Blue;bleu (III), Report 2;Lithographie. Papier teinté.;No;T01-000-46B.jpg
46;Ba;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Dark blue;bleu foncé (III), Report 2;Lithographie. Papier teinté.;No;T01-000-46B.jpg
46;Bb;Poste;1871;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;20 French centime;20 c.;Grey blue;gris-bleu (III), Report 2;Lithographie. Papier teinté.;No;T01-000-46B.jpg
47;;Poste;1870;1870-1871;Ceres;Cérès. Emission dite de Bordeaux.;30 French centime;30 c.;Brown;brun;Lithographie. Papier teinté.;No;T01-000-47.jpg
